<ID|readonly|noverify>;<English>
uk_cruiser_arethusa_1;HMS Arethusa
uk_cruiser_arethusa_2;Light Cruiser
uk_cruiser_arethusa_EC_0;Arethusa Class Light Cruiser, His Majesty's Ship Arethusa (26), 1943
uk_cruiser_arethusa_EC_1;HMS Arethusa
uk_cruiser_arethusa_EC_2;Light Cruiser
shop/group/uk_destroyer_daring_group;Daring Class
uk_destroyer_daring_class_diana_shop;HMS Diana
uk_destroyer_daring_class_diana_0;Daring Class Destroyer, Her Majesty's Ship Diana (D126), 1958
uk_destroyer_daring_class_diana_1;HMS Diana
uk_destroyer_daring_class_diana_2;Destroyer
uk_destroyer_daring_class_daring_shop;HMS Daring
uk_destroyer_daring_class_daring_0;Daring Class Destroyer, Her Majesty's Ship Diana (D05), 1956
uk_destroyer_daring_class_daring_1;HMS Daring
uk_destroyer_daring_class_daring_2;Destroyer
uk_cruiser_enterprise_d52_shop;HMS Enterprise
uk_cruiser_enterprise_d52_0;Emerald Class Light Cruiser, His Majesty's Ship Enterprise (D52), 1944
uk_cruiser_enterprise_d52_1;HMS Enterprise
uk_cruiser_enterprise_d52_2;Light cruiser
uk_cruiser_enterprise_d52_EC_0;Emerald Class Light Cruiser, His Majesty's Ship Enterprise (D52), 1944
uk_cruiser_enterprise_d52_EC_1;HMS Enterprise
uk_cruiser_enterprise_d52_EC_2;Light Cruiser
shop/group/uk_cruiser_kent_norfolk_group;County Class
uk_cruiser_norfolk_shop;HMS Norfolk
uk_cruiser_norfolk_0;County Class Light Cruiser, His Majesty's Ship Norfolk (78), 1943
uk_cruiser_norfolk_1;HMS Norfolk
uk_cruiser_norfolk_2;Light Cruiser
uk_cruiser_hawkins_shop;HMS Hawkins
uk_cruiser_hawkins_0;Hawkins Class Heavy Cruiser, His Majesty's Ship Hawkins (D86), 1942
uk_cruiser_hawkins_1;HMS Hawkins
uk_cruiser_hawkins_2;Heavy cruiser
uk_destroyer_haida_shop;HMCS Haida
uk_destroyer_haida_0;Tribal Class Destroyer, His Majesty's Canadian Ship Haida (G63), 1943
uk_destroyer_haida_1;HMCS Haida
uk_destroyer_haida_2;Destroyer
uk_destroyer_battle_cadiz_shop;HMS Cadiz
uk_destroyer_battle_cadiz_0;Battle Class Destroyer, His Majesty's Ship Cadiz (D79), 1951
uk_destroyer_battle_cadiz_1;HMS Cadiz
uk_destroyer_battle_cadiz_2;Destroyer
uk_cruiser_leander_shop;HMNZS Leander
uk_cruiser_leander_0;Leander Class Light Cruiser, His Majesty's New Zealand Ship Leander (75), 1942
uk_cruiser_leander_1;HMNZS Leander
uk_cruiser_leander_2;Light Cruiser
uk_cruiser_leander_EC_0;Leander Class Light Cruiser, His Majesty's New Zealand Ship Leander (75), 1942
uk_cruiser_leander_EC_1;HMNZS Leander
uk_cruiser_leander_EC_2;Light Cruiser
ships/hms_leander_0;HMNZS Leander
ships/hms_leander_1;HMNZS Leander
ships/hms_leander_2;Light Cruiser
uk_cruiser_dido_shop;HMS Dido
uk_cruiser_dido_0;Dido Class Light Cruiser, His Majesty's Ship Dido (37), 1941
uk_cruiser_dido_1;HMS Dido
uk_cruiser_dido_2;Light Cruiser
uk_cruiser_dido_EC_0;Dido Class Light Cruiser, His Majesty's Ship Dido (37), 1941
uk_cruiser_dido_EC_1;HMS Dido
uk_cruiser_dido_EC_2;Light Cruiser
uk_cruiser_york_shop;HMS York
uk_cruiser_york_0;York Class Heavy Cruiser, His Majesty's Ship York (90), 1941
uk_cruiser_york_1;HMS York
uk_cruiser_york_2;Heavy Cruiser
uk_cruiser_belfast_shop;HMS Belfast
uk_cruiser_belfast_0;Town Class Light Cruiser, Her Majesty's Ship Belfast (C35), 1959
uk_cruiser_belfast_1;HMS Belfast
uk_cruiser_belfast_2;Light Cruiser
uk_cruiser_liverpool_shop;HMS Liverpool
uk_cruiser_liverpool_0;Town Class Light Cruiser, Her Majesty's Ship Liverpool (11), 1952
uk_cruiser_liverpool_1;HMS Liverpool
uk_cruiser_liverpool_2;Light Cruiser
uk_cruiser_southampton_shop;HMS Southampton
uk_cruiser_southampton_0;Town Class Light Cruiser, His Majesty's Ship Southampton (C83), 1940
uk_cruiser_southampton_1;HMS Southampton
uk_cruiser_southampton_2;Light Cruiser
uk_cruiser_kent_shop;HMS Kent
uk_cruiser_kent_0;County Class Heavy Cruiser, His Majesty's Ship Kent (54), 1943
uk_cruiser_kent_1;HMS Kent
uk_cruiser_kent_2;Heavy cruiser
uk_battleship_marlborough_shop;HMS Marlborough
uk_battleship_marlborough_0;Iron Duke Class Dreadnought, His Majesty's Ship Marlborough, 1927
uk_battleship_marlborough_1;HMS Marlborough
uk_battleship_marlborough_2;Dreadnought
uk_cruiser_london_shop;HMS London
uk_cruiser_london_0;County Class Heavy Cruiser, His Majesty's Ship London (69), 1945
uk_cruiser_london_1;HMS London
uk_cruiser_london_2;Heavy cruiser
uk_battleship_dreadnought_shop;HMS Dreadnought
uk_battleship_dreadnought_0;His Majesty's Ship Dreadnought, 1917
uk_battleship_dreadnought_1;HMS Dreadnought
uk_battleship_dreadnought_2;Dreadnought
uk_battleship_colossus_shop;HMS Colossus
uk_battleship_colossus_0;Colossus Class Dreadnought, His Majesty's Ship Colossus, 1918
uk_battleship_colossus_1;HMS Colossus
uk_battleship_colossus_2;Dreadnought
uk_battlecruiser_glorious_shop;HMS Glorius
uk_battlecruiser_glorious_0;Courageous Class Large Light Cruiser, His Majesty's Ship Glorius, 1919
uk_battlecruiser_glorious_1;HMS Glorius
uk_battlecruiser_glorious_2;Large Light Cruiser
uk_battlecruiser_invincible_shop;HMS Invincible
uk_battlecruiser_invincible_0;Invincible Class Battlecruiser, His Majesty's Ship Invincible, 1916
uk_battlecruiser_invincible_1;HMS Invincible
uk_battlecruiser_invincible_2;Battlecruiser
uk_battlecruiser_hood_shop;HMS Hood
uk_battlecruiser_hood_0;Admiral Class Battlecruiser, His Majesty's Ship Hood (51), 1941
uk_battlecruiser_hood_1;HMS Hood
uk_battlecruiser_hood_2;Battlecruiser
uk_battlecruiser_renown_shop;HMS Renown
uk_battlecruiser_renown_0;Renown Class Battlecruiser, His Majesty's Ship Renown (72), 1944
uk_battlecruiser_renown_1;HMS Renown
uk_battlecruiser_renown_2;Battlecruiser
uk_cruiser_tiger_shop;HMS Tiger
uk_cruiser_tiger_0;Tiger Class Light Cruiser, Her Majesty's Ship Tiger (C 20), 1960
uk_cruiser_tiger_1;HMS Tiger
uk_cruiser_tiger_2;Light Cruiser
ships/hms_cv_illustrious_0;HMS Illustrious
ships/hms_cv_illustrious_1;Invincible Class Light Aircraft Carrier, Her Majesty's Ship Illustrious (R06), 1985
ships/hms_cv_illustrious_2;Carrier
uk_aircraftcarrier_ark_royal_shop;HMS Ark Royal
uk_aircraftcarrier_ark_royal_0;Audacious Class Aircraft Carrier, Her Majesty's Ship Ark Royal (R09), 1975
uk_aircraftcarrier_ark_royal_1;HMS Ark Royal
uk_aircraftcarrier_ark_royal_2;Aircraft Carrier
;
;
GREAT_BRITAIN_COASTAL_FLEET;
uk_mtb_1series_shop;HMS MTB 1
uk_mtb_1series_0;British Power Boat BPB 60 Feet Class Motor Torpedo Boat, His Majesty's Ship MTB 1, 1938
uk_mtb_1series_1;HMS MTB 1
uk_mtb_1series_2;Motor Torpedo Boat
uk_fairmile_a_ml100_shop;HMS ML 100
uk_fairmile_a_ml100_0;Fairmile A Class Motor Launch, His Majesty's Ship ML 100, 1942
uk_fairmile_a_ml100_1;HMS ML 100
uk_fairmile_a_ml100_2;Motor Gun Boat
uk_70ft_mgb_shop;HMS MGB 61
uk_70ft_mgb_0;British Power Boat BPB 70 Feet Class, Motor Gun Boat, His Majesty's Ship MGB 61, 1941
uk_70ft_mgb_1;HMS MGB 61
uk_70ft_mgb_2;Motor Gun Boat
uk_mtb_vosper_1series_shop;HMS MTB 33
uk_mtb_vosper_1series_0;Vosper 70 Feet Class Motor Torpedo Boat, His Majesty's Ship MTB 33, 1939
uk_mtb_vosper_1series_1;HMS MTB 33
uk_mtb_vosper_1series_2;Motor Torpedo Boat
uk_mtb_vosper_2series_shop;HMS MTB 233
uk_mtb_vosper_2series_0;Vosper 72 Feet Class Motor Torpedo Boat, His Majesty's Ship MTB 233, 1943
uk_mtb_vosper_2series_1;HMS MTB 233
uk_mtb_vosper_2series_2;Motor Torpedo Boat
uk_hdml_ml1383_shop;HMS ML 1383
uk_hdml_ml1383_0;HDML Class Harbour Defence Motor Launch, His Majesty's Ship ML 1383, 1943
uk_hdml_ml1383_1;HMS ML 1383
uk_hdml_ml1383_2;Gun Boat
uk_mtb_2series_shop;HMS MTB 2
uk_mtb_2series_0;British Power Boat BPB 60 Feet Class Motor Torpedo Boat, His Majesty's Ship MTB 2, 1939
uk_mtb_2series_1;HMS MTB 2
uk_mtb_2series_2;Motor Torpedo Boat
uk_fairmile_b_ml345_shop;HMS ML 345
uk_fairmile_b_ml345_0;Fairmile B Class Motor Launch, His Majesty's Ship ML 345, 1943
uk_fairmile_b_ml345_1;HMS ML 345
uk_fairmile_b_ml345_2;Motor Gun Boat
uk_dark_class_shop;HMS Dark Adventurer
uk_dark_class_0;Dark Class Fast Patrol Boat, Her Majesty's Ship Dark Adventurer (P1101), 1958
uk_dark_class_1;HMS Dark Adventurer
uk_dark_class_2;Motor Gun Boat
uk_isles_class_trawler_shop;HMS Liscomb
uk_isles_class_trawler_0;Isles Class Trawler, His Majesty's Ship Liscomb (T285), 1945
uk_isles_class_trawler_1;HMS Liscomb
uk_isles_class_trawler_2;Armed Trawler
uk_flower_class_shop;HMCS Brantford
uk_flower_class_0;Flower Class Corvette, His Majesty's Canadian Ship Brantford (K218), 1943
uk_flower_class_1;MCS Brantford
uk_flower_class_2;Corvette
uk_71ft_mgb_shop;HMS MGB 75
uk_71ft_mgb_0;British Power Boat BPB 72 Feet Class Motor Gun Boat, His Majesty's Ship MGB 75, 1942
uk_71ft_mgb_1;HMS MGB 75
uk_71ft_mgb_2;Motor Gun Boat
uk_dark_class_mtb_shop;HMS Dark Aggressor
uk_dark_class_mtb_0;Dark Class Fast Patrol Boat, His Majesty's Ship Dark Aggressor (P1102), 1959
uk_dark_class_mtb_1;HMS Dark Aggressor
uk_dark_class_mtb_2;Motor Torpedo Boat
uk_dark_class_mtb_td_shop;␙ HMS Dark Aggressor
uk_dark_class_mtb_td_0;␙ Dark Class Fast Patrol Boat, His Majesty's Ship Dark Aggressor (P1102), 1959
uk_dark_class_mtb_td_1;␙ HMS Dark Aggressor
uk_dark_class_mtb_td_2;Motor Torpedo Boat
uk_fairmile_d_617_632_shop;HMS MTB 617
uk_fairmile_d_617_632_0;Fairmile D Class Motor Torpedo Boat, His Majesty's Ship MTB 617, 1943
uk_fairmile_d_617_632_1;HMS MTB 617
uk_fairmile_d_617_632_2;Motor Torpedo Boat
uk_fairmile_c_shop;HMS MGB 312
uk_fairmile_c_0;Fairmile C Class Motor Gun Boat, His Majesty's Ship MGB 312, 1941
uk_fairmile_c_1;HMS MGB 312
uk_fairmile_c_2;Motor Gun Boat
uk_fairmile_lcs_l_h_mk2_shop;HMS LCS(L) 256
uk_fairmile_lcs_l_h_mk2_0;Fairmile H Class Landing Craft Support (Large), His Majesty's Ship HMS LCS(L) 257, 1945
uk_fairmile_lcs_l_h_mk2_1;HMS LCS(L) 256
uk_fairmile_lcs_l_h_mk2_2;Motor Gun Boat
uk_fairmile_d_601_616_shop;HMS MGB 601
uk_fairmile_d_601_616_0;Fairmile D Class Motor Gun Boat, His Majesty's Ship MGB 601, 1942
uk_fairmile_d_601_616_1;HMS MGB 601
uk_fairmile_d_601_616_2;Motor Gun Boat
uk_sgb_309_shop;HMS Grey Goose
uk_sgb_309_0;SGB Class Steam Gun Boat, His Majesty's Ship Grey Goose (S309), 1943
uk_sgb_309_1;HMS Grey Goose
uk_sgb_309_2;Steam Gun Boat
uk_fairmile_d_5001_5029_shop;HMS MTB 5001
uk_fairmile_d_5001_5029_0;Fairmile D Modified Class Motor Torpedo Boat, His Majesty's Ship MTB 5001, 1944
uk_fairmile_d_5001_5029_1;HMS MTB 5001
uk_fairmile_d_5001_5029_2;Motor Torpedo Boat
uk_higgins_78tb_mtb422_shop;HMS MTB 422
uk_higgins_78tb_mtb422_0;Higgins 78' Class Motor Torpedo Boat, His Majesty's Ship MTB 422, 1944
uk_higgins_78tb_mtb422_1;HMS MTB 422
uk_higgins_78tb_mtb422_2;Motor Torpedo Boat
uk_fairmile_d_697_800_shop;HMS MTB 697
uk_fairmile_d_697_800_0;Fairmile D Class Motor Torpedo Boat, His Majesty's Ship MTB 617, 1943
uk_fairmile_d_697_800_1;HMS MTB 697
uk_fairmile_d_697_800_2;Motor Torpedo Boat
uk_sgb_304_shop;HMS Grey Fox
uk_sgb_304_0;SGB Class Steam Gun Boat, His Majesty's Ship Grey Fox (S304), 1944
uk_sgb_304_1;HMS Grey Fox
uk_sgb_304_2;Steam Gun Boat
uk_attack_class_arrow_shop;HMAS Arrow
uk_attack_class_arrow_0;Attack Class Patrol Boat, Her Majesty's Australian Ship Arrow, 1970
uk_attack_class_arrow_1;HMAS Arrow
uk_attack_class_arrow_2;Patrol Boat
uk_fairmile_c_332_shop;HMS MGB 332
uk_fairmile_c_332_0;Fairmile C Class Motor Gun Boat, His Majesty's Ship MGB 332, 1941
uk_fairmile_c_332_1;HMS MGB 332C
uk_fairmile_c_332_2;Motor Gun Boat
uk_corvette_orla_shop;LÉ Órla
uk_corvette_orla_0;Peacock Class Corvette, Long Éireannach Orla (P 41), 2008
uk_corvette_orla_1;LÉ Órla
uk_corvette_orla_2;Corvette
uk_frigate_river_shop;HMS Spey
uk_frigate_river_0;River Class Frigate, His Majesty's Ship Spey (K246), 1944
uk_frigate_river_1;HMS Spey
uk_frigate_river_2;Frigate
uk_frigate_whitby_shop;HMS Whitby
uk_frigate_whitby_0;Type 12 | Whitby Class Anti-Submarine Frigate, Her Majesty's Ship Whitby (F36), 1965
uk_frigate_whitby_1;HMS Whitby
uk_frigate_whitby_2;Anti-Submarine Frigate
uk_brave_borderer_shop;HMS Brave Borderer
uk_brave_borderer_0;Brave Class Fast Patrol Boat, Her Majesty's Ship Brave Borderer (P1011), 1962
uk_brave_borderer_1;HMS Brave Borderer
uk_brave_borderer_2;Fast Patrol Boat
uk_destroyer_restigouche_class_terranova_shop;HMCS Terra Nova
uk_destroyer_restigouche_class_terranova_0;Restigouche class Destroyer, Her Majesty's Canadian Ship Terra Nova (DDE259)
uk_destroyer_restigouche_class_terranova_1;HMCS Terra Nova
uk_destroyer_restigouche_class_terranova_2;Destroyer
uk_frigate_leopard_shop;HMS Leopard
uk_frigate_leopard_0;Type 41 | Leopard Class Anti Aircraft Frigate, Her Majesty's Ship Leopard (F14), 1960
uk_frigate_leopard_1;Leopard Class
uk_frigate_leopard_2;Anti Aircraft Frigate
uk_corvette_peacock_shop;HMS Peacock
uk_corvette_peacock_0;Peacock Class Patrol Corvette, Her Majesty's Ship Peacock (P239), 1990
uk_corvette_peacock_1;Peacock Class
uk_corvette_peacock_2;Corvette
uk_frigate_whitby_blackpool_shop;HMS Blackpool
uk_frigate_whitby_blackpool_0;Type 12 | Whitby Class Anti-Submarine Frigate, Her Majesty's Ship Blackpool (F77), 1963
uk_frigate_whitby_blackpool_1;MS Blackpool
uk_frigate_whitby_blackpool_2;Frigate
;
;
JAPAN_ARMY;
jp_type_95_ha_go_shop;Ha-Gō
jp_type_95_ha_go_0;Type 95 Ha-Gō
jp_type_95_ha_go_1;Ha-Gō
jp_type_95_ha_go_2;Light tank
jp_type_98_ke_ni_shop;Ke-Ni Kō
jp_type_98_ke_ni_0;Experimental Type 98 Light Tank Kō Ke-Ni
jp_type_98_ke_ni_1;Ke-Ni
jp_type_98_ke_ni_2;Light tank
jp_type_2_ka_mi_shop;Ka-Mi
jp_type_2_ka_mi_0;Special Type 2 Launch Ka-Mi
jp_type_2_ka_mi_1;Ka-Mi
jp_type_2_ka_mi_2;Light tank
jp_type_89b_i_go_otsu_shop;I-Gō Otsu
jp_type_89b_i_go_otsu_0;Type 89 Otsu I-Gō
jp_type_89b_i_go_otsu_1;I-Gō Otsu
jp_type_89b_i_go_otsu_2;Light tank
jp_type_97_chi_ha_shop;Chi-Ha
jp_type_97_chi_ha_0;Type 97 Medium Tank Chi-Ha
jp_type_97_chi_ha_1;Chi-Ha
jp_type_97_chi_ha_2;Medium tank
jp_type_2_ho_i_shop;Ho-I
jp_type_2_ho_i_0;Type 2 Gun Tank Ho-I
jp_type_2_ho_i_1;Ho-I
jp_type_2_ho_i_2;Medium tank
jp_type_4_ho_ro_shop;Ho-Ro
jp_type_4_ho_ro_0;Type 4 15cm Self-Propelled Gun Ho-Ro
jp_type_4_ho_ro_1;Ho-Ro
jp_type_4_ho_ro_2;SPG
jp_hiro_sha_shop;Ro-Gō (12cm)
jp_hiro_sha_0;Experimental 12cm Self-Propelled Gun Ro-Gō
jp_hiro_sha_1;Ro-Gō (12cm)
jp_hiro_sha_2;SPG
jp_type_94_shop;Type 94 (Type 98)
jp_type_94_0;Isuzu Type 94 6-Wheeled Truck (Type 98)
jp_type_94_1;Type 94
jp_type_94_2;SPAA
jp_type_98_ta_se_shop;Ta-Se
jp_type_98_ta_se_0;Type 98 Ta-Se
jp_type_98_ta_se_1;Ta-Se
jp_type_98_ta_se_2;SPAA
jp_type_95_ha_go_commander_shop;Ha-Gō Commander
jp_type_95_ha_go_commander_0;Type 95 Light Tank Ha-Gō (Command model)
jp_type_95_ha_go_commander_1;Ha-Gō Commander
jp_type_95_ha_go_commander_2;Light tank
jp_type_95_heavy_shop;Ro-Gō
jp_type_95_heavy_0;Type 95 Heavy Tank Ro-Gō
jp_type_95_heavy_1;Ro-Gō
jp_type_95_heavy_2;Heavy tank
jp_type_3_ka_chi_shop;Ka-Chi
jp_type_3_ka_chi_0;Special Type 3 Launch Ka-Chi
jp_type_3_ka_chi_1;Ka-Chi
jp_type_3_ka_chi_2;Medium tank
jp_type_97_kai_td_shop;␙ Chi-Ha Kai
jp_type_97_kai_td_0;␙ Type 97-Kai Medium Tank Shinhoto Chi-Ha
jp_type_97_kai_td_1;␙ Chi-Ha Kai
jp_type_97_kai_td_2;Medium tank
jp_type_97_kai_shop;Chi-Ha Kai
jp_type_97_kai_0;Type 97-Kai Medium Tank Shinhoto Chi-Ha
jp_type_97_kai_1;Chi-Ha Kai
jp_type_97_kai_2;Medium tank
jp_type_1_chi_he_shop;Chi-He
jp_type_1_chi_he_0;Type 1 medium tank Chi-He
jp_type_1_chi_he_1;Chi-He
jp_type_1_chi_he_2;Medium tank
jp_type_3_chi_nu_shop;Chi-Nu
jp_type_3_chi_nu_0;Type 3 Medium Tank Chi-Nu
jp_type_3_chi_nu_1;Chi-Nu
jp_type_3_chi_nu_2;Medium tank
jp_type_3_ho_ni_I_shop;Ho-Ni I
jp_type_3_ho_ni_I_0;Type 1 7,5cm Self-Propelled Gun Ho-Ni I
jp_type_3_ho_ni_I_1;Ho-Ni I
jp_type_3_ho_ni_I_2;SPG
jp_type_3_ho_ni_III_shop;Ho-Ni III
jp_type_3_ho_ni_III_0;Type 3 Gun Tank Ho-Ni III
jp_type_3_ho_ni_III_1;Ho-Ni III
jp_type_3_ho_ni_III_2;SPG
jp_navy_120mm_spg_shop;12cm Jisōhō
jp_navy_120mm_spg_0;Kaigun-chō 12cm Jisōhō
jp_navy_120mm_spg_1;12cm Jisōhō
jp_navy_120mm_spg_2;SPG
jp_halftrack_m16_shop;▅ M16 AAG
jp_halftrack_m16_0;Self-Propelled Anti-Aircraft Gun, M16
jp_halftrack_m16_1;▅ M16 AAG
jp_halftrack_m16_2;SPAA
jp_type_95_so_ki_shop;So-Ki
jp_type_95_so_ki_0;Type 98 So-Ki with Twin Soki Type 2 20mm
jp_type_95_so_ki_1;So-Ki
jp_type_95_so_ki_2;SPAA
jp_type_97_chi_ha_12cm_shop;12cm Hōhei Sensha
jp_type_97_chi_ha_12cm_0;12cm Hōhei Sensha
jp_type_97_chi_ha_12cm_1;12cm Hōhei Sensha
jp_type_97_chi_ha_12cm_2;SPG
jp_type_1_chi_he_5th_regiment_shop;Chi-He [5 Rentai]
jp_type_1_chi_he_5th_regiment_0;Type 1 Medium Tank Chi-He [Sensha 5 Rentai)
jp_type_1_chi_he_5th_regiment_1;Chi-He
jp_type_1_chi_he_5th_regiment_2;Medium tank
jp_m24_chaffee_shop;▅ M24
jp_m24_chaffee_0;Light Tank, M24 "Chāfī"
jp_m24_chaffee_1;▅ M24
jp_m24_chaffee_2;Light tank
jp_m4a3e8_76w_sherman_shop;▅ M4A3(76)W HVSS
jp_m4a3e8_76w_sherman_0;Medium Tank, M4A3(76)W Horizontal Volute Spring Suspension "Shāman"
jp_m4a3e8_76w_sherman_1;▅ M4A3(76)W
jp_m4a3e8_76w_sherman_2;Medium tank
jp_type_4_chi_to_shop;Chi-To Prototype
jp_type_4_chi_to_0;Experimental Type 4 Medium Tank Chi-To (Prototype II)
jp_type_4_chi_to_1;Chi-To Prototype
jp_type_4_chi_to_2;Medium tank
jp_type_4_chi_to_late_shop;Chi-To
jp_type_4_chi_to_late_0;Experimental Type 4 Medium Tank Chi-To
jp_type_4_chi_to_late_1;Chi-To
jp_type_4_chi_to_late_2;Medium tank
jp_type_5_chi_ri_shop;Chi-Ri II
jp_type_5_chi_ri_0;Type 5 medium tank Chi-Ri II
jp_type_5_chi_ri_1;Chi-Ri II
jp_type_5_chi_ri_2;Medium tank
jp_type_5_na_to_shop;Na-To
jp_type_5_na_to_0;Experimental 7,5cm Self Propelled Anti-Tank Gun Na-To
jp_type_5_na_to_1;Na-To
jp_type_5_na_to_2;SPG
jp_m19_shop;▅ M19A1 40AAG
jp_m19_0;Self-Propelled Anti-Aircraft Gun, M19A1
jp_m19_1;▅ M19A1 40AAG
jp_m19_2;SPAA
jp_type_3_chi_nu_75cm_type_5_shop;Chi-Nu Kai
jp_type_3_chi_nu_75cm_type_5_0;Type 3-Kai Medium Tank Chi-Nu
jp_type_3_chi_nu_75cm_type_5_1;Chi-Nu
jp_type_3_chi_nu_75cm_type_5_2;Medium tank
jp_pzkpfw_VI_ausf_e_tiger_shop;No. 6 Heavy Tank
jp_pzkpfw_VI_ausf_e_tiger_0;No. 6 Heavy Tank
jp_pzkpfw_VI_ausf_e_tiger_1;No. 6 Heavy Tank
jp_pzkpfw_VI_ausf_e_tiger_2;Heavy tank
jp_m41_walker_bulldog_shop;▅ M41A1
jp_m41_walker_bulldog_0;76mm Gun Tank, M41A1 "Wōkā Burudoggu"
jp_m41_walker_bulldog_1;▅ M41A1
jp_m41_walker_bulldog_2;Light tank
jp_type_60_sprg_shop;Type 60 SP (C)
jp_type_60_sprg_0;Type 60 Self-Propelled 106mm Recoilless Gun Mod. C
jp_type_60_sprg_1;Type 60 SP
jp_type_60_sprg_2;SPG
shop/group/st_a_group;STA
jp_st_a1_shop;STA-1
jp_st_a1_0;STA-1
jp_st_a1_1;STA-1
jp_st_a1_2;Medium tank
jp_st_a2_shop;STA-2
jp_st_a2_0;STA-2
jp_st_a2_1;STA-2
jp_st_a2_2;Medium tank
jp_type_61_shop;Type 61 TK
jp_type_61_0;Type 61 Tank
jp_type_61_1;Type 61
jp_type_61_2;Medium tank
jp_st_a3_shop;STA-3
jp_st_a3_0;STA-3
jp_st_a3_1;STA-3
jp_st_a3_2;Medium tank
jp_m36b2_jgsdf_shop;▅ M36 GMC
jp_m36b2_jgsdf_0;90mm Gun Motor Carriage, M36
jp_m36b2_jgsdf_1;▅ M36 GMC
jp_m36b2_jgsdf_2;SPG
jp_type_75_shop;Type 75 HSP
jp_type_75_0;Type 75 155mm Self-Propelled Howitzer
jp_type_75_1;Type 75 HSP
jp_type_75_2;SPG
jp_m42_duster_shop;▅ M42
jp_m42_duster_0;Self-Propelled Anti-Aircraft Gun, M42
jp_m42_duster_1;▅ M42
jp_m42_duster_2;SPAA
jp_sub_i_ii_20mm_shop;SUB-I-II
jp_sub_i_ii_20mm_0;SUB-I-II
jp_sub_i_ii_20mm_1;SUB-I-II
jp_sub_i_ii_20mm_2;SPAA
jp_type_5_ho_ri_prototype_shop;Ho-Ri
jp_type_5_ho_ri_prototype_0;Experimental New Gun Tank Kō Ho-Ri
jp_type_5_ho_ri_prototype_1;Ho-Ri
jp_type_5_ho_ri_prototype_2;SPG
jp_type_60_atm_shop;Type 60 APC (Type 64)
jp_type_60_atm_0;Type 60 Armored Personnel Carrier (Type 64 Anti-Tank Guided Missile)
jp_type_60_atm_1;Type 60 APC (Type 64)
jp_type_60_atm_2;SPG
jp_type_87_rcv_prot_shop;Type 87 RCV (p)
jp_type_87_rcv_prot_0;Type 87 Reconnaissance Combat Vehicle 1st protytype
jp_type_87_rcv_prot_1;Type 87 RCV
jp_type_87_rcv_prot_2;Light tank
jp_type_87_rcv_shop;Type 87 RCV
jp_type_87_rcv_0;Type 87 Reconnaissance Combat Vehicle "Burakkuai"
jp_type_87_rcv_1;Type 87 RCV
jp_type_87_rcv_2;Light tank
jp_m47_patton_II_shop;▅ M47
jp_m47_patton_II_0;90mm Gun Tank, M47
jp_m47_patton_II_1;▅ M47
jp_m47_patton_II_2;Medium tank
jp_st_b1_shop;STB-1
jp_st_b1_0;STB-1
jp_st_b1_1;STB-1
jp_st_b1_2;Medium tank
jp_type_74_c_shop;Type 74 C
jp_type_74_c_0;Type 74 Tank Mod. C "Nana-yon"
jp_type_74_c_1;Type 74
jp_type_74_c_2;Medium tank
jp_type_5_ho_ri_production_shop;Ho-Ri Kai
jp_type_5_ho_ri_production_0;Experimental Type 5 Gun Tank Ho-Ri Kai
jp_type_5_ho_ri_production_1;Ho-Ri II
jp_type_5_ho_ri_production_2;SPG
jp_type_75_mlrs_shop;Type 75 MSSR
jp_type_75_mlrs_0;Type 75 130mm Multiple Surface to Surface Rocket
jp_type_75_mlrs_1;Type 75 MSSR
jp_type_75_mlrs_2;MLRS
jp_type_89_shop;Type 89 FV
jp_type_89_0;Type 89 Armored Combat Vehicle "Raitotaigā"
jp_type_89_1;Type 89 FV
jp_type_89_2;Light tank
jp_type_74_shop;Type 74 E
jp_type_74_0;Type 74 Tank Mod. E "Nana-yon"
jp_type_74_1;Type 74
jp_type_74_2;Medium tank
jp_type_74_f_shop;Type 74 F
jp_type_74_f_0;Type 74 Tank Mod. F "Nana-yon"
jp_type_74_f_1;Type 74
jp_type_74_f_2;Medium tank
jp_type_16_mcv_prot_shop;Type 16 (p)
jp_type_16_mcv_prot_0;Type 16 Maneuver Combat Vehicle Prototype No. 3
jp_type_16_mcv_prot_1;Type 16 (p)
jp_type_16_mcv_prot_2;Light tank
jp_type_87_shop;Type 87 AW
jp_type_87_0;Type 87 Self-Propelled Anti-Aircraft Gun "Sukaishūtā"
jp_type_87_1;Type 87 AW
jp_type_87_2;SPAA
jp_type_74_mod_g_kai_shop;Type 74 G/Kai
jp_type_74_mod_g_kai_0;Type 74 Tank Mod G/Kai "Nana-yon"
jp_type_74_mod_g_kai_1;Type 74
jp_type_74_mod_g_kai_2;MBT
jp_type_90_shop;Type 90 TK
jp_type_90_0;Type 90 Tank "Kyū-maru"
jp_type_90_1;Type 90 TK
jp_type_90_2;MBT
jp_type_90b_shop;Type 90 TK B
jp_type_90b_0;Type 90 Tank Mod. B "Kyū-maru"
jp_type_90b_1;Type 90 TK
jp_type_90b_2;MBT
jp_tkx_prot_shop;TK-X №3 (2010)
jp_tkx_prot_0;Tank Experimental №3 (2010)
jp_tkx_prot_1;TK-X №3
jp_tkx_prot_2;MBT
jp_type_10_prototype_shop;TK-X №3 (2006)
jp_type_10_prototype_0;Tank Experimental №3 (2006)
jp_type_10_prototype_1;TK-X №3
jp_type_10_prototype_2;MBT
